state_ut,district,Year,rape,kidnapping_and_abduction,dowry_deaths,women_assault,women_modesty_insult,husband_relatives_cruelty,girls_importation
Andhra Pradesh,Adilabad,2005,53,46,21,144,77,280,0
Andhra Pradesh,Anantapur,2005,16,30,12,173,57,137,0
Andhra Pradesh,Chittoor,2005,35,58,9,91,223,202,0
Andhra Pradesh,Cuddapah,2005,21,31,7,116,18,95,0
Andhra Pradesh,Cyberabad,2005,44,58,34,119,96,701,3
Andhra Pradesh,East Godavari,2005,27,3,15,102,119,368,0
Andhra Pradesh,Guntakal Rly.,2005,0,1,4,1,0,0,0
Andhra Pradesh,Guntur,2005,55,56,16,166,203,366,0
Andhra Pradesh,Hyderabad City,2005,67,70,27,119,348,1309,0
Andhra Pradesh,Karimnagar,2005,84,91,52,328,143,839,0
Andhra Pradesh,Khammam,2005,21,40,14,150,240,313,0
Andhra Pradesh,Krishna,2005,27,26,11,209,104,337,0
Andhra Pradesh,Kurnool,2005,29,30,9,221,124,233,0
Andhra Pradesh,Mahaboobnagar,2005,62,47,17,140,7,237,0
Andhra Pradesh,Medak,2005,36,27,28,88,35,209,0
Andhra Pradesh,Nalgonda,2005,49,31,30,223,95,344,0
Andhra Pradesh,Nellore,2005,33,65,11,205,84,166,0
Andhra Pradesh,Nizamabad,2005,26,32,16,88,41,410,0
Andhra Pradesh,Prakasham,2005,27,43,7,169,27,156,0
Andhra Pradesh,Ranga Reddy,2005,15,14,22,45,13,119,0
Andhra Pradesh,Secunderabad Rly.,2005,0,0,2,1,1,0,0
Andhra Pradesh,Srikakulam,2005,15,16,9,51,40,137,0
Andhra Pradesh,Vijayawada,2005,32,49,8,64,122,296,0
Andhra Pradesh,Vijayawada Rly.,2005,0,0,0,2,0,0,0
Andhra Pradesh,Visakha Rural,2005,18,8,7,36,9,153,0
Andhra Pradesh,Visakhapatnam,2005,28,15,2,45,86,361,0
Andhra Pradesh,Vizianagaram,2005,12,9,7,41,28,186,0
Andhra Pradesh,Warangal,2005,34,64,29,226,50,332,0
Andhra Pradesh,West Godavari,2005,69,35,17,232,118,410,0
Andhra Pradesh,Total,2005,935,995,443,3595,2508,8696,3
Arunachal Pradesh,Changlang,2005,2,5,0,1,0,1,0
Arunachal Pradesh,Dibang Valley,2005,0,4,0,5,0,0,0
Arunachal Pradesh,K/Kumey,2005,1,2,0,0,0,0,0
Arunachal Pradesh,Kameng East,2005,2,3,0,5,0,2,0
Arunachal Pradesh,Kameng West,2005,0,1,0,2,0,0,0
Arunachal Pradesh,Lohit,2005,3,4,0,7,0,1,0
Arunachal Pradesh,Papum Pare,2005,6,7,0,4,0,2,0
Arunachal Pradesh,Siang East,2005,13,5,0,15,0,1,0
Arunachal Pradesh,Siang Upper,2005,2,1,0,8,0,0,0
Arunachal Pradesh,Siang West,2005,3,4,0,5,0,0,0
Arunachal Pradesh,Subansiri Lower,2005,0,3,0,4,0,0,0
Arunachal Pradesh,Subansiri Upper,2005,2,0,0,5,0,1,0
Arunachal Pradesh,Tawang,2005,1,0,0,1,0,1,0
Arunachal Pradesh,Tirap,2005,0,0,0,5,0,0,0
Arunachal Pradesh,Upper Dibang Valley,2005,0,0,0,0,0,0,0
Arunachal Pradesh,Total,2005,35,39,0,67,0,9,0
Assam,Barpeta,2005,56,66,8,25,0,105,0
Assam,Baska,2005,9,15,0,8,0,8,0
Assam,Bongaigaon,2005,38,28,3,15,0,66,0
Assam,C.I.D.,2005,0,0,0,0,0,0,0
Assam,Cachar,2005,51,99,4,165,0,334,0
Assam,Chirang,2005,17,16,7,6,0,16,0
Assam,Darrang,2005,47,30,4,65,0,45,0
Assam,Dhemaji,2005,52,20,4,31,0,67,0
Assam,Dhubri,2005,101,63,10,56,0,201,0
Assam,Dibrugarh,2005,57,51,4,41,0,53,0
Assam,G.R.P.,2005,2,2,0,4,0,0,0
Assam,Goalpara,2005,40,69,3,2,0,142,2
Assam,Golaghat,2005,54,70,0,27,0,91,0
Assam,Guwahati City,2005,38,93,6,37,0,114,0
Assam,Hailakandi,2005,18,33,1,6,1,32,0
Assam,Jorhat,2005,29,40,0,40,0,42,0
Assam,Kamrup,2005,73,53,0,26,0,0,0
Assam,Karbi Anglong,2005,8,15,2,4,1,10,0
Assam,Karimganj,2005,28,29,9,8,0,71,0
Assam,Kokrajhar,2005,36,29,2,17,0,53,0
Assam,Lakhimpur,2005,69,110,4,34,0,125,0
Assam,Morigaon,2005,52,47,3,67,9,65,0
Assam,N.C.Hills,2005,1,8,0,2,0,1,0
Assam,Nagaon,2005,149,181,2,27,8,291,0
Assam,Nalbari,2005,27,29,2,39,0,19,0
Assam,R.P.O.,2005,8,5,0,0,0,0,0
Assam,Sibsagar,2005,38,73,2,68,0,81,0
Assam,Sonitpur,2005,77,106,3,2,0,145,1
Assam,Tinsukia,2005,42,61,10,20,0,16,0
Assam,Udalguri,2005,21,15,6,57,0,13,0
Assam,Total,2005,1238,1456,99,899,19,2206,3
Bihar,Araria,2005,29,39,9,6,0,19,1
Bihar,Arwal,2005,1,0,11,0,0,1,0
Bihar,Aurangabad,2005,17,23,29,0,0,9,0
Bihar,Bagaha,2005,8,13,3,11,0,6,0
Bihar,Banka,2005,43,25,13,1,0,10,0
Bihar,Begusarai,2005,20,20,25,13,2,39,0
Bihar,Bettiah,2005,51,24,19,6,0,41,0
Bihar,Bhabhua,2005,14,14,16,1,0,5,0
Bihar,Bhagalpur,2005,75,52,18,15,0,55,0
Bihar,Bhojpur,2005,14,36,38,34,0,44,0
Bihar,Buxar,2005,6,14,30,14,0,58,7
Bihar,Darbhanga,2005,65,22,33,31,0,137,0
Bihar,Gaya,2005,22,20,8,28,0,11,0
Bihar,Gopalganj,2005,24,51,25,2,6,49,0
Bihar,Jamalpur Rly.,2005,0,1,0,1,0,0,0
Bihar,Jamui,2005,33,13,22,20,0,48,0
Bihar,Jehanabad,2005,16,2,7,14,0,17,0
Bihar,Katihar,2005,88,53,26,10,0,55,0
Bihar,Katihar Rly.,2005,2,4,1,7,0,0,0
Bihar,Khagaria,2005,14,15,12,5,0,12,0
Bihar,Kishanganj,2005,61,81,3,2,0,30,0
Bihar,Lakhisarai,2005,3,17,8,6,0,6,0
Bihar,Madhepura,2005,15,9,10,6,0,11,0
Bihar,Madhubani,2005,42,0,17,35,0,26,0
Bihar,Motihari,2005,24,38,51,13,0,43,8
Bihar,Munger,2005,18,11,11,10,0,16,0
Bihar,Muzaffarpur,2005,80,14,67,17,0,104,0
Bihar,Muzaffarpur Rly.,2005,1,2,0,0,0,0,0
Bihar,Nalanda,2005,25,21,65,10,1,92,4
Bihar,Naugachia,2005,6,5,9,0,0,6,0
Bihar,Nawadah,2005,23,11,22,13,0,32,0
Bihar,Patna,2005,57,59,85,5,2,189,0
Bihar,Patna Rly.,2005,0,0,2,6,0,0,0
Bihar,Purnea,2005,39,7,6,6,0,16,0
Bihar,Rohtas,2005,18,7,37,12,0,7,0
Bihar,Saharsa,2005,11,2,5,19,0,12,6
Bihar,Samastipur,2005,28,4,40,10,0,73,48
Bihar,Saran,2005,32,43,76,4,1,58,0
Bihar,Sheikhpura,2005,1,3,12,0,0,17,0
Bihar,Sheohar,2005,9,14,1,2,0,10,0
Bihar,Sitamarhi,2005,32,51,32,12,0,64,0
Bihar,Siwan,2005,27,33,31,8,1,60,0
Bihar,Supaul,2005,40,5,7,0,0,12,0
Bihar,Vaishali,2005,13,51,72,36,0,74,0
Bihar,Total,2005,1147,929,1014,451,13,1574,74
Chhattisgarh,Balrampur,2005,36,1,0,20,5,13,0
Chhattisgarh,Bilaspur,2005,77,36,18,154,19,117,0
Chhattisgarh,Bizapur,2005,5,0,0,3,0,0,0
Chhattisgarh,Dantewara,2005,15,5,0,12,0,2,0
Chhattisgarh,Dhamtari,2005,26,9,2,80,11,15,0
Chhattisgarh,Durg,2005,128,19,14,216,23,107,0
Chhattisgarh,Grp Raipur,2005,2,1,2,6,0,2,0
Chhattisgarh,Jagdalpur,2005,74,0,3,50,2,24,0
Chhattisgarh,Janjgir,2005,43,5,12,77,8,104,0
Chhattisgarh,Jashpur,2005,68,18,3,45,10,6,0
Chhattisgarh,Kabirdham,2005,24,4,1,55,3,31,0
Chhattisgarh,Kanker,2005,32,9,0,26,0,9,0
Chhattisgarh,Korba,2005,27,2,7,48,4,29,0
Chhattisgarh,Koriya,2005,51,5,3,64,1,43,0
Chhattisgarh,Mahasamund,2005,25,5,3,81,6,23,0
Chhattisgarh,Narayanpur,2005,1,0,0,6,0,1,0
Chhattisgarh,Raigarh,2005,35,11,9,64,2,32,0
Chhattisgarh,Raipur,2005,125,41,16,235,29,94,0
Chhattisgarh,Rajnandgaon,2005,81,6,5,69,6,25,0
Chhattisgarh,Sarguja,2005,74,0,1,77,1,31,0
Chhattisgarh,Surajpur,2005,41,7,1,62,2,24,0
Chhattisgarh,Total,2005,990,184,100,1450,132,732,0
Goa,North Goa,2005,11,4,0,15,6,7,0
Goa,South Goa,2005,9,8,2,15,2,4,0
Goa,Total,2005,20,12,2,30,8,11,0
Gujarat,Ahmedabad Commr.,2005,35,136,1,54,26,745,0
Gujarat,Ahmedabad Rural,2005,7,26,0,15,0,72,0
Gujarat,Ahwa-Dang,2005,5,0,0,5,0,5,0
Gujarat,Amreli,2005,11,47,2,18,1,127,0
Gujarat,Anand,2005,7,20,1,28,2,97,0
Gujarat,Bharuch,2005,8,15,0,16,5,46,0
Gujarat,Bhavnagar,2005,14,70,3,79,33,216,0
Gujarat,Dahod,2005,9,26,0,28,0,28,0
Gujarat,Gandhinagar,2005,9,20,4,8,4,101,0
Gujarat,Himatnagar,2005,12,31,0,42,0,147,0
Gujarat,Jamnagar,2005,14,15,0,15,3,188,0
Gujarat,Junagadh,2005,13,32,5,54,9,421,0
Gujarat,Kheda North,2005,14,29,0,39,0,155,0
Gujarat,Kutch,2005,9,36,4,42,2,234,0
